"sentence","word_labels"
"Add milk and bring the concoction to a boil.","O,U-FOOD,O,O,O,O,O,O,O,O"
"Add milk and cook mixture over medium heat until oats are desired tenderness (5-10 mins)","O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add milk and mix until homogeneous","O,U-FOOD,O,O,O,O"
"Add milk and white pepper, heat through.","O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O"
"Add milk gradually and whisk continuously.","O,U-FOOD,O,O,O,O,O"
"Add milk little by little, stirring as you go, until you reach the desired consistency.","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add milk, season with nutmeg and stir until creamy.","O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O"
"Add milk slowly, stirring constantly","O,U-FOOD,O,O,O,O"
"Add milk to bowl in small amounts, beating/whisking after each addition.","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add minced onion, carrot, and celery, and parsley to the pan.","O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O"
"add miso paste to taste","O,B-FOOD,L-FOOD,O,O"
"Add more dressing until it tastes good","O,O,O,O,O,O,O"
"Add more salt and pepper if needed.","O,O,U-FOOD,O,U-FOOD,O,O,O"
"Add more tomato sauce if the mixture is dry.","O,O,B-FOOD,L-FOOD,O,O,O,O,O,O"
"Add mushrooms and cook until all water evaporates and mushrooms are slightly browned, about 7 minutes.","O,U-FOOD,O,O,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add mushrooms and cook until browned, about 5 minutes.","O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add mushrooms, red pepper, onion and garlic; cook, stirring about 5 minutes until tender.","O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Add noodles, reduce heat to a low boil.","O,U-FOOD,O,O,O,O,O,O,O,O"
"Add nutmeg and season to taste.","O,U-FOOD,O,O,O,O,O"
"Add oats.","O,U-FOOD,O"
"Add oil after a couple mins.","O,U-FOOD,O,O,O,O,O"
"Add oil as the very last ingredient.","O,U-FOOD,O,O,O,O,O,O"
"Add oil/fat to a large pot (preferably iron) and set over high heat.","O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add oil into your saucepan and 3 popcorn kernels.","O,U-FOOD,O,O,O,O,O,B-FOOD,L-FOOD,O"
"Add oil of your choice to the hotplate then add the onions","O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD"
"Add oil to a pan (not a shallow one, wide and a bit deep is ideal if you have one) until it barely covers the vegetables","O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD"
"Add olive oil in another frying pan and slowly fry the onion until it gets a slightly golden color.","O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add olive oil to cast iron skillet and heat on high until ripping hot.","O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add olive oil to the bottom of an iron skillet.","O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O"
"Add olive oil to your frying pan, heat it to medium-high heat.","O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add olives, spinach, tomatoes, and half the dressing to the pot.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add one handful of greens at a time, stirring until leaves wilt.","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add one Tbsp of salt.","O,O,O,O,U-FOOD,O"
"Add onion and garlic; cook, stirring 3 minutes.","O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O"
"Add onion.","O,U-FOOD,O"
"Add onions and cook for 2 minutes.","O,U-FOOD,O,O,O,O,O,O"
"Add onions and cook for 5 minutes","O,U-FOOD,O,O,O,O,O"
"Add onions and savoury.","O,U-FOOD,O,O,O"
"Add optional ingredients like vinegar, cheese or hard-boiled eggs if wanted.","O,O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O"
"Add other optional teas to your liking; I like to add a good handful of","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add pancetta / bacon (4 oz) to food processor.","O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"Add parmesan cheese and continue stirring.","O,B-FOOD,L-FOOD,O,O,O,O"
"Add parsley, and serve.","O,U-FOOD,O,O,O,O"
"Add Parsley and then salt to taste.","O,U-FOOD,O,O,U-FOOD,O,O,O"
"Add pasta mixture, stirring until hot.","O,U-FOOD,O,O,O,O,O,O"
"Add pasta, sauce and meatballs.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O"
"Add peanuts to the dry pan.","O,U-FOOD,O,O,O,O,O"
"Add peas halfway through cooking.","O,U-FOOD,O,O,O,O"
"Add pepper and crushed garlic.","O,U-FOOD,O,O,U-FOOD,O"
"Add pepper, more salt if needed, and optionally, shredded cheese on top for extra creaminess.","O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O"
"Add peppers and onions to the pan with beef.","O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O"
"Add pickle slices","O,U-FOOD,O"
"Add pizza sauce, cheese, and whatever you like on your pizza","O,B-FOOD,L-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add pork and bacon and bake until crispy.","O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"Add pork and season with cumin, adobo, sazon, and oregano.","O,U-FOOD,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add potatoes, carrots, and liver spread.","O,U-FOOD,O,U-FOOD,O,O,B-FOOD,L-FOOD,O"
"Add potatoes, carrots, water and salt.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O"
"Add potatoes to frying pan, salt them and fry over medium heat for about","O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add powdered garlic and tomato paste.","O,O,U-FOOD,O,U-FOOD,O,O"
"Add remainder of sauce","O,O,O,O"
"Add remaining fish cake ingredients, along with the oil from one tin (about 2 TB) to the bowl.","O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add remaining ginger and remaining Moroccan spice blend.","O,O,U-FOOD,O,O,B-FOOD,I-FOOD,L-FOOD,O"
"Add remaining ingredients.","O,O,O,O"
"Add remaining oil to pan; add garlic, onion, and ginger.","O,O,U-FOOD,O,O,O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add remaining vegetables, chickpeas, and tamari.","O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add rest of raisins, and non-citrus fruits of your choice.","O,O,O,U-FOOD,O,O,B-FOOD,I-FOOD,I-FOOD,L-FOOD,O,O,O,O"
"Add rice and peas to chicken and stir.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O"
"Add rice and reduce heat to low.","O,U-FOOD,O,O,O,O,O,O"
"Add rice, garlic, and vinegar.","O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add rice noodles to bowl, followed by the broth and its contents, followed by the garnish.","O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add rice to boiling water.","O,U-FOOD,O,O,U-FOOD,O"
"Add sage leafs on top (optional).","O,B-FOOD,L-FOOD,O,O,O,O,O,O"
"Add Salt 5 ml","O,U-FOOD,O,O"
"Add salt and black pepper to taste and mix thoroughly.","O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O,O"
"Add salt and pepper.","O,U-FOOD,O,U-FOOD,O"
"Add salt and pepper to taste afterwards.","O,U-FOOD,O,U-FOOD,O,O,O,O"
"Add salt and pepper to taste.","O,U-FOOD,O,U-FOOD,O,O,O"
"Add salt, cumin, and paprika to taste.","O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O"
"Add salt.","O,U-FOOD,O"
"Add salt, pepper, and optional seasonings.","O,U-FOOD,O,U-FOOD,O,O,O,O,O"
"Add salt to taste and keep stirring the chicken to make sure it does not burn or stick to the bottom of the pan.","O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add salt to taste","O,U-FOOD,O,O"
"Add salt to the water until it's fully saturated.","O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O"
"Add salt to water only after boiling.","O,U-FOOD,O,U-FOOD,O,O,O,O"
"Add salt, water, beer, arugula, cilantro, shallot, and cumin.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add San Marzano tomatoes, include the liquids from the can if possible.","O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O"
"Add sauce to meat and simmer 2-3 minutes before setting aside.","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add sausage and bring to a boil.","O,U-FOOD,O,O,O,O,O,O"
"add sauteed dried mint to the soup and stir well","O,O,O,U-FOOD,O,O,O,O,O,O"
"Add sea salt.","O,B-FOOD,L-FOOD,O"
"Add seasonings and black pepper to taste.","O,O,O,B-FOOD,L-FOOD,O,O,O"
"Add seasonings and Worcestershire Sauce.","O,O,O,B-FOOD,L-FOOD,O"
"Add seasonings, except tamari, and the stock/water.","O,O,O,O,U-FOOD,O,O,O,B-FOOD,I-FOOD,L-FOOD,O"
"Add shortening, sugar, and salt.","O,O,O,U-FOOD,O,O,U-FOOD,O"
"Add shrimp and cook for 5-7 minutes.","O,U-FOOD,O,O,O,O,O,O,O,O"
"Add shrimp and fry on medium-high heat","O,U-FOOD,O,O,O,O,O,O,O"
"Add sliced potatoes and sliced carrots then cook for 10-15 minutes or until easily pierced with a fork.","O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add sliced tomatoes","O,O,U-FOOD"
"Add some amount of rice to a pot that has a cover.","O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add some butter to a frying pan and heat up.","O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add some butter to a medium warm frying pan.","O,O,U-FOOD,O,O,O,O,O,O,O"
"Add some flour to a table and roll the dough out there.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Add some more butter flakes around the inside of the pan to get it under the","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add some of the grated cheese of your choice and stir it in.","O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add some of the pasta water if required to loosen the sauce, then top with fresh basil.","O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Add some oil to hands and shape dough into a ball.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add some salt and paprika to the potatoes, mix well and cook for another ten","O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"add some salt and rice","O,O,U-FOOD,O,U-FOOD"
"Add some salt, black pepper and garlic powder to taste and continue mashing","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O"
"Add some shaved ginger and garlic paste and let it sauté until some raw flavour disappears.","O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Add spaghetti and toss into the sauce.","O,U-FOOD,O,O,O,O,O,O"
"Add spiced vinegar, sugar, salt, paprika, and cayenne pepper to tomato mixture.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,U-FOOD,O,O"
"Add spices and beans.","O,O,O,U-FOOD,O"
"Add spices and salt, saute 5 minutes more.","O,O,O,U-FOOD,O,O,O,O,O,O"
"Add spices, eggs and sour cream to bowl and stir.","O,O,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O"
"Add spices, syrup and cream.","O,O,O,U-FOOD,O,U-FOOD,O"
"Add stock and cook until sauce is thickened.","O,O,O,O,O,O,O,O,O"
"Add stock, bay leaf, pepper and optional ingredients now.","O,O,O,B-FOOD,L-FOOD,O,U-FOOD,O,O,O,O,O"
"Add sugar and milk to taste.","O,U-FOOD,O,U-FOOD,O,O,O"
"Add sugar and yeast into","O,U-FOOD,O,U-FOOD,O"
"Add sugar, flour, baking powder, salt and mix all these dry ingredients.","O,U-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,O,O,O,O,O,O"
"Add sweet potato, zucchini, red pepper, salt, and half a cup of water.","O,B-FOOD,L-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O"
"Add tapioca, salt and pepper to milk; cook in double boiler 15 minutes or until tapioca is clear and mixture thickened, stirring frequently.","O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add the 2 remaining garlic cloves to the oven dish, This can be done with the skin to create a garlic spread for the bread.","O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O"
"Add the above to a mixing bowl and mix with hands.","O,O,O,O,O,O,O,O,O,O,O,O"
"Add the anchovy fillets and capers","O,O,B-FOOD,L-FOOD,O,U-FOOD"
"Add the baking powder","O,O,B-FOOD,L-FOOD"
"Add the banana pieces, berries, vanilla and sugar to taste to the blender.","O,O,U-FOOD,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O"
"Add the batter (about 3 tbsp per pancake) and cook for 2 min per side on medium-high heat.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the bayleaf and thyme, optionally you can bind them together with some kitchen twine so they are easier to pick out later.","O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the beans, season to taste, mix until combined, and simmer for an additional 2 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the beer you used to deglaze to the pot with the onions and beef.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O"
"Add the Better than Bouillon to the pot and stir","O,O,O,O,U-FOOD,O,O,O,O,O"
"Add the bouillon in small batches while stirring with a whisker","O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add the butter, the milk, the herbs, the nutmeg and mash the potatoes with a masher or an electric mixer.","O,O,U-FOOD,O,O,U-FOOD,O,O,U-FOOD,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add the canned tomatoes, basil, and parsley.","O,O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add the caraway, coriander, and chili powder.","O,O,U-FOOD,O,U-FOOD,O,O,B-FOOD,L-FOOD,O"
"Add the carrots and mushrooms, and cook for 2 minutes.","O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O"
"Add the carrots and saute for another 3 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the celery, carrots, potato, onion, leek, and celeriac to the soup.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O,O"
"Add the cheese and red wine to the sauce and stir it in.","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O"
"Add the chicken and lower the heat.","O,O,U-FOOD,O,O,O,O,O"
"Add the chicken and the spices.","O,O,U-FOOD,O,O,O,O"
"Add the chicken, stir well and put the pot in the preheated oven.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the chicken stock to the pan and continue cooking.","O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add the chicken thighs skin-side down.","O,O,U-FOOD,O,O,O,O,O,O"
"Add the chicken to the pot as well.","O,O,U-FOOD,O,O,O,O,O,O"
"Add the chopped cilantro.","O,O,O,U-FOOD,O"
"Add the chopped onions into the pot with oil and constantly stir for 5-10 minutes until they begin to brown.","O,O,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the chopped onions, then wait 2 minutes and add the sliced carrots, boil for another 2 minutes.","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the chopped tomatoes and reduce the sauce, uncovered, for about 30 mins.","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the cooked gnocchi to the pan and roast them in butter for a minute or two until slightly browned.","O,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add the cornflour and water.","O,O,U-FOOD,O,U-FOOD,O"
"Add the cornstarch slowly avoiding lumps.","O,O,U-FOOD,O,O,O,O"
"Add the curry powder, turmeric, vinegar, and star anise.","O,O,B-FOOD,L-FOOD,O,U-FOOD,O,U-FOOD,O,O,B-FOOD,L-FOOD,O"
"Add the diced tomatoes and cook for one minute.","O,O,O,U-FOOD,O,O,O,O,O,O"
"add the diced tomatoes, fill the jar your tomatoes came in with water give it a shake and add that to the pot, do the same with your can of peeled tomatoes.","O,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Add the doubanjiang and let it simmer for about a minute","O,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add the eggplant, and chunks of potato.","O,O,U-FOOD,O,O,O,O,U-FOOD,O"
"Add the eggplant and zucchini to the pot.","O,O,U-FOOD,O,U-FOOD,O,O,O,O"
"Add the egg yolk to the dry ingredients.","O,O,U-FOOD,O,O,O,O,O,O"
"Add the fish and let simmer on low heat until the fish are cooked thoroughly, being careful not to break them. Turn the heat off and add the olive oil.","O,O,U-FOOD,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O"
"Add the flour and give it all a stir, let it dry up in the pan.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the flour on a bowl, and the grease in ambient temperature in the middle.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the flour slowly so the preparation stays homogenous.","O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the garlic and ginger and stir-fry for a minute.","O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O"
"Add the garlic, garam masala, turmeric and ground coriander and allow to release aroma for a minute or two.","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Add the garlic, pressed or finely minced.","O,O,U-FOOD,O,O,O,O,O,O"
"Add the garlic, tomato, herbs and salt if desired. Switch to medium heat, stirring occasionally until the water starts to boil.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O"
"Add the garlic, tomato paste and harissa and continue frying for 2 minutes.","O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the gherkins.","O,O,U-FOOD,O"
"Add the glass of water.","O,O,O,O,U-FOOD,O"
"Add the green chillies according to your taste.","O,O,B-FOOD,L-FOOD,O,O,O,O,O"
"Add the grinded cheese.","O,O,O,U-FOOD,O"
"Add the ground turkey and cook until no longer raw seasoning with soy sauce.","O,O,O,U-FOOD,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O"
"Add the herbs, just enough to cover the fillets, salt and pepper too if desired and cover with the lid on low heat until fully cooked.","O,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the herbs, the Worcestershire and the soya sauce and cook it for another 2min.","O,O,U-FOOD,O,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O"
"Add the ingredients onto one half of the tortilla if using 1, or the entire surface if using 2.","O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the lamb meat and mix well so that the pieces are covered with the sauce.","O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the lemon juice and cilantro and more water if it's too thick.","O,O,U-FOOD,O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O"
"Add the lemon rind if you want.","O,O,U-FOOD,O,O,O,O,O"
"Add the lime juice.","O,O,U-FOOD,O,O"
"Add the marinated chicken, butter, fresh cream, the crushed fenugreek leaves, and sliced green chilies.","O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,U-FOOD,O,O,O,O,B-FOOD,L-FOOD,O"
"Add the meat back to the soup, setting some slices of sausage aside.","O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O"
"Add the meat, boil until the meat is warm.","O,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O"
"Add the melted pork lard.","O,O,O,B-FOOD,L-FOOD,O"
"Add the minced aromatics (ginger, garlic) scallion whites, and dou-chi and cook until fragrant","O,O,O,O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O"
"Add the mince whole and sear (flipping to sear the other side before breaking up).","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the mint, honey, 1 tsp of salt and the sugar/chilli powder (Depending on the sweet/spicy choice)","O,O,U-FOOD,O,U-FOOD,O,O,O,O,U-FOOD,O,O,B-FOOD,I-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O"
"Add them.","O,O,O"
"Add the mushrooms, saute, then add a tbsp of flour and mix well.","O,O,U-FOOD,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O"
"Add the mutton/ lamb and 2 cups (500ml) of water.","O,O,U-FOOD,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O"
"Add the noodles and salad leaves (or whatever veggie you got).","O,O,U-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O"
"Add the noodle spices. (If you don't like it too creamy, add extra water.)","O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O"
"Add the oil and garlic to the skillet and gently cook it until it's lightly golden brown.","O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the oil and the butter to the frying pan and heat to medium heat.","O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Add the onion and cilantro.","O,O,U-FOOD,O,U-FOOD,O"
"Add the onion and cook until translucent and the meat is nicely browned.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O"
"Add the onion, carrot, and bell pepper; cook and stir until vegetables begin to soften, about 5 minutes.","O,O,U-FOOD,O,U-FOOD,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the onions and ground some pepper in the sauce","O,O,U-FOOD,O,O,O,U-FOOD,O,O,O"
"Add the onions and saute for around 3 min.","O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the onions, carrots and peas.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O"
"Add the onion slices then cover and let sit in the fridge.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
"Add the oregano and the egg and mix.","O,O,U-FOOD,O,O,U-FOOD,O,O,O"
"Add the other ingredients to the pot.","O,O,O,O,O,O,O,O"
"Add the pasta with the pepper with 2 spoons of the water previously saved.","O,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O,O"
"Add the paste to the curry directly.","O,O,U-FOOD,O,O,O,O,O"
"Add the pieces to the boiling water.","O,O,O,O,O,O,U-FOOD,O"
"Add the ""Pommade"" butter and mix thoroughly until the preparation is airy. ""pommade"" is french for ointment, this is a specific state of butter that is nor liquid nor solid.","O,O,O,U-FOOD,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the pork belly to the sauce and cook on low for a further 2 minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the pork, onion, epazote or cilantro, and salt.","O,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O"
"Add the pork steaks to the marinade and leave in room temperature for 30 minutes or a bit longer.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the potatoes and the water to the pan.","O,O,U-FOOD,O,O,U-FOOD,O,O,O,O"
"Add the potatoes to the hot oil and cook for 9 to 11 minutes while stirring fairly constantly.","O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the potato slices already salted and let them cook for approximately 20 minutes over low heat.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the red pepper flakes to the skillet and turn down the heat to let its flavor infuse the oil.","O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD,O"
"Add the remaining 1/4 cheese to the top","O,O,O,O,U-FOOD,O,O,O"
"Add the rest of the ingredients, except for icing sugar and using a spatula, gently fold everything until well combine.","O,O,O,O,O,O,O,O,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the rest of the ingredients to the browned meat.","O,O,O,O,O,O,O,O,O,O,O"
"Add the ribboned cabbage and collard greens, a few twists of freshly ground pepper, and two tablespoons of water to the pot and cover.","O,O,B-FOOD,L-FOOD,O,B-FOOD,L-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O,O,U-FOOD,O,O,O,O,O,O"
"Add the rice and cook for 2 minutes, stirring constantly.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O"
"Add the rice in and let it toast for about a minute or so.","O,O,U-FOOD,O,O,O,O,U-FOOD,O,O,O,O,O,O,O"
"Add the rice to the vegetables, stir, and cook for 10 more minutes.","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Add the rosemary and chilli","O,O,U-FOOD,O,U-FOOD"
"Add the salt and pepper, as desired.","O,O,U-FOOD,O,U-FOOD,O,O,O,O"
"Add the salt-msg mix to the vegetable powder along with about half a tablespoon of sugar","O,O,B-FOOD,I-FOOD,L-FOOD,O,O,O,O,O,O,O,O,O,O,O,O,U-FOOD"
"Add the salt, pepper, celery seeds, onion powder, and granulated garlic, and combine well","O,O,U-FOOD,O,U-FOOD,O,B-FOOD,L-FOOD,O,B-FOOD,L-FOOD,O,O,O,U-FOOD,O,O,O,O"
"Add the sauce and mix in.","O,O,O,O,O,O,O"
"Add the sausage, bacon and scrambled egg to a wrap (I recommend two sausage halves, a bacon rasher and half the bowl of scrambled egg per wrap).","O,O,U-FOOD,O,U-FOOD,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,U-FOOD,O,O,O,O,O,O,O,U-FOOD,O,O,O,O"
"Add the sausage meat (discarding the casings if need be).","O,O,U-FOOD,O,O,O,O,O,O,O,O,O,O"
